invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-35036300016,3/15/2021,5687,Casey's General Store #3756 / Cedar Rapids,4560 16th Ave SW,Cedar Rapids,52404,POINT (-91.729434 41.963815000000004),57,LINN,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21,5.54
INV-40235600002,9/20/2021,6141,Kj's Convenience & Deli / Maquoketa,916 West Platt,Maquoketa,52060,POINT (-90.677275 42.06898),49,JACKSON,1700000,Temporary &  Specialty Packages,205,E & J Gallo Winery,73065,RumChata Peppermint Bark,12,750,13.5,20.25,12,243,9,2.37
INV-41678100113,11/5/2021,6209,Hy-Vee / Grimes,351 Northeast Gateway Drive,Grimes,50111,,77,POLK,1032100,Imported Vodkas,255,Infinium Spirits,37231,Crystal Head Onyx Vodka,6,750,27.49,41.24,6,247.44,4.5,1.18
INV-33175200061,1/4/2021,3806,Target Store T-1901 / Wdm,5405 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.779823 41.559272),77,POLK,1022200,100% Agave Tequila,35,BACARDI USA INC,88296,Patron Silver,12,750,27.5,41.25,12,495,9,2.37
INV-41841200005,11/10/2021,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1041100,American Dry Gins,260,DIAGEO AMERICAS,30316,Gordons Gin London Dry,12,750,5,7.5,12,90,9,2.37
INV-34928700035,3/11/2021,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,12,188.16,9,2.37
INV-33892200023,1/29/2021,5631,Marion Market & Cafe',5005 10th Ave,Marion,52302,POINT (-91.556346 42.035703),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36903,McCormick 80prf Vodka,48,200,1.13,1.7,48,81.6,9.6,2.53
INV-42387000030,11/26/2021,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159,POINT (-91.390767 43.055133),22,CLAYTON,1081400,American Schnapps,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.87,11.81,1,11.81,1,0.26
INV-38706100029,7/27/2021,5004,Ida Grove Food Pride,200 Susan Lawrence Dr,Ida Grove,51445,,47,IDA,1051100,American Brandies,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,6,9,3,27,2.25,0.59
INV-40964800030,10/14/2021,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315,POINT (-93.594776 41.554781),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,12,59.64,9,2.37
INV-38831700011,7/30/2021,5936,CJ's Convenience Store / Elkader,107 1st St SW,Elkader,52043,POINT (-91.405293 42.85389),22,CLAYTON,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,6,114.06,6,1.58
INV-40918500038,10/12/2021,4452,Select Mart    Gordon Dr,2825 Gordon Dr,Sioux City,51105,POINT (-96.372014 42.489632),97,WOODBURY,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut,12,1000,10.99,16.49,3,49.47,3,0.79
INV-33509900002,1/15/2021,5665,New Star / Fort Dodge,704 Avenue C,Fort Dodge,50501,POINT (-94.196625 42.497609),94,WEBSTER,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.99,19.49,3,58.47,2.25,0.59
INV-41208800042,10/21/2021,6205,Mega Saver / Council Bluffs,3607 9th Avenue,Council Bluffs,51501,POINT (-95.90506 41.26809),78,POTTAWATTA,1081400,American Schnapps,421,SAZERAC COMPANY  INC,984400,SOOH 99 Mangoes Mini,10,50,5,7.5,8,60,0.4,0.1
INV-32698000006,12/14/2020,5726,Ehlinger's Vinton Express,310 K Avenue South,Vinton,52349,POINT (-92.037532 42.168297),6,BENTON,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,1,27.14,0.75,0.19
INV-36789000064,5/19/2021,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1081100,Coffee Liqueurs,434,LUXCO INC,72816,Caffe Lolita Coffee Liqueur,12,750,5,7.5,1,7.5,0.75,0.19
INV-37919800025,6/29/2021,4000,Foodland Super Markets / Woodbine,62 5th St,Woodbine,51579,POINT (-95.702814 41.737038),43,HARRISON,1031200,American Flavored Vodka,380,Phillips Beverage,41698,UV Ivory Vanilla,12,750,7,10.5,3,31.5,2.25,0.59
INV-35531300001,4/2/2021,5463,Backwater Spirits and More,116 W Water St Ste D,Decorah,52101,POINT (-91.786674 43.304224),96,WINNESHIEK,1012300,Single Malt Scotch,35,BACARDI USA INC,905964,HA Aberfeldy 18yr Single Malt,6,750,60,90,1,90,0.75,0.19
INV-38555300042,7/21/2021,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-33931800006,2/1/2021,5108,Tobacco 4 Less / State St,1032 State St,Bettendorf,52722,POINT (-90.518562 41.5251),82,SCOTT,1011100,Blended Whiskies,65,Jim Beam Brands,22788,Beams 8 Star Bl Whiskey,6,1750,8,12,6,72,10.5,2.77
INV-41012100003,10/15/2021,5680,Gasland N 8th St / Burlington,1204 N 8th St,Burlington,52601,POINT (-91.10544500000002 40.820249),29,DES MOINES,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,48,139.2,18,4.75
INV-39920400053,9/9/2021,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32238,Seagrams Extra Dry Gin,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-33346200001,1/11/2021,5663,Lake View Redemption & Liquor Store,502 5th St,Lake View,51450,POINT (-95.051539 42.307764000000006),81,SAC,1700000,Temporary &  Specialty Packages,421,SAZERAC COMPANY  INC,21540,Stagg Jr.,6,750,25.99,38.99,1,38.99,0.75,0.19
INV-41709800042,11/5/2021,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,,90,WAPELLO,1011100,Blended Whiskies,125,CEDAR RIDGE VINEYARDS LL,26712,Slipknot Iowa Whiskey No. 9 Reserve,6,750,39.5,59.25,2,118.5,1.5,0.39
INV-35103100026,3/17/2021,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556,POINT (-91.978702 41.006456),51,JEFFERSON,1012300,Single Malt Scotch,240,William Grant & Sons Inc,5157,Glenfiddich 18YR,6,750,55,82.5,2,165,1.5,0.39
INV-34515400054,2/23/2021,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1011600,Straight Rye Whiskies,260,DIAGEO AMERICAS,27025,Bulleit 95 Rye,12,750,16.5,24.75,12,297,9,2.37
INV-41810100028,11/9/2021,2604,Hy-Vee Wine and Spirits / Le Mars,1201 12th Ave SW,Le Mars,51031,POINT (-96.184606 42.777802),75,PLYMOUTH,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5326,Johnnie Walker Black,12,750,21.49,32.24,6,193.44,4.5,1.18
INV-39878000017,9/8/2021,4336,Last Call 2,120 N Main St,George,51237,POINT (-96.002297 43.344294),60,LYON,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,3,49.5,5.25,1.38
INV-38053800033,7/5/2021,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 First Avenue NE,Cedar Rapids,52402,POINT (-91.650755 41.988967),57,LINN,1031100,American Vodkas,205,E & J Gallo Winery,36966,New Amsterdam 80prf,48,100,1,1.5,6,9,0.6,0.15
INV-36703600021,5/18/2021,5949,Uptown Liquor & Tobacco / Cedar Rapids,2000 Wiley Blvd SW STE 106,Cedar Rapids,52404,POINT (-91.725777 41.959614),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52582,E & J VSOP,12,750,7.24,10.86,12,130.32,9,2.37
INV-38817700066,7/30/2021,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595,POINT (-93.825486 42.469466),40,HAMILTON,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5347,Johnnie Walker Red,12,1000,17.1,25.65,3,76.95,3,0.79
INV-41136800042,10/19/2021,3756,Main Street Liquors / Manning,316 Main St,Manning,51455,POINT (-95.065122 41.908573),14,CARROLL,1081400,American Schnapps,65,Jim Beam Brands,82606,Dekuyper Sour Apple Pucker,12,750,6.5,9.75,1,9.75,0.75,0.19
INV-33427200048,1/13/2021,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1082200,Imported Schnapps,260,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.84,23.76,60,1425.6,60,15.85
INV-42377200015,11/26/2021,2553,Hy-Vee Food Store / Creston,600 Sheldon,Creston,50801,POINT (-94.373458 41.052325),88,UNION,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-37314400029,6/8/2021,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1062100,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-34143300027,2/9/2021,5244,The Ox & Wren Spirits and Gifts,708 2nd  AVE  SE,Cresco,52136,POINT (-92.106529 43.371131),45,HOWARD,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77
INV-36373600088,5/5/2021,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,15.99,23.99,2,47.98,2,0.52
INV-36469900059,5/10/2021,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1062500,Flavored Rum,91,Castle Brands,42566,Goslings Black Seal,12,750,9.51,14.27,3,42.81,2.25,0.59
INV-36180100026,4/28/2021,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1041100,American Dry Gins,260,DIAGEO AMERICAS,30316,Gordons Gin London Dry,12,750,5,7.5,6,45,4.5,1.18
INV-35493200097,4/1/2021,5651,Super Quick Mart / Windsor Heights,7690 Hickman Rd,Windsor Heights,50324,POINT (-93.72238 41.614669),77,Polk,1051100,American Brandies,434,LUXCO INC,55087,Paramount Blackberry Brandy,12,1000,6.53,9.8,3,29.4,3,0.79
INV-33347600153,1/11/2021,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84152,99 Oranges,10,50,5.16,7.74,1,7.74,0.05,0.01
INV-42023000063,11/16/2021,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-40155400001,9/16/2021,5391,Casey's General Store # 1896/ Clear Lake,202 Hwy 18,ClearLake,50428,POINT (-93.965721 43.09706),17,CERRO GORD,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,84,541.8,4.2,1.1
INV-38104500021,7/6/2021,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1041100,American Dry Gins,434,LUXCO INC,30528,Hawkeye Gin,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-33781400043,1/26/2021,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537,POINT (-95.339881 41.650658),83,SHELBY,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-35823600002,4/15/2021,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1062500,Flavored Rum,35,BACARDI USA INC,43051,Bacardi Dragon Berry,12,750,8.26,12.39,1,12.39,0.75,0.19
INV-39846700124,9/7/2021,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5153,Glenlivet Founders Reserve,12,750,20.98,31.47,12,377.64,9,2.37
INV-35781800014,4/13/2021,5526,Randall's Stop N Shop,320 5th St,Hudson,50643,POINT (-92.45494 42.406565),7,BLACK HAWK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,4096,Ardbeg 10YR Islay,6,750,29.99,44.99,2,89.98,1.5,0.39
INV-35011500135,3/15/2021,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1081400,American Schnapps,434,LUXCO INC,84457,Paramount Peach Schnapps,12,1000,5.42,8.13,12,97.56,12,3.17
INV-42473200019,11/30/2021,3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,465 Hwy 965 Unit G,North Liberty,52317,,52,JOHNSON,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,24,64.8,9,2.37
INV-39927900014,9/9/2021,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301,POINT (-95.147741 43.14521),21,CLAY,1012100,Canadian Whiskies,259,Heaven Hill Brands,11771,Black Velvet Mini,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-32769800004,12/16/2020,5264,Casey's General Store # 2177/Mitchel,"309, Center Ave",Mitchellville,50169,POINT (-93.358095 41.663434),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37997,Smirnoff 80prf,12,1000,9.25,13.88,12,166.56,12,3.17
INV-39452300041,8/23/2021,4652,Brady Mart Food & Liquor,"3107, Brady St",Davenport,52803,POINT (-90.569719 41.55216),82,SCOTT,1051100,American Brandies,421,SAZERAC COMPANY  INC,53213,Paul Masson Grande Amber Brandy VS,24,200,1.96,2.94,24,70.56,4.8,1.26
INV-38113000019,7/6/2021,4697,Southside Liquor & Tobacco / Iowa City,1921 Keokuk St,Iowa City,52240,POINT (-91.524879 41.64188),52,JOHNSON,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,48,129.6,18,4.75
INV-38538300072,7/21/2021,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12,3.17
INV-38646300019,7/26/2021,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081400,American Schnapps,65,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.5,9.75,24,234,18,4.75
INV-33368200042,1/12/2021,4260,Fareway Stores #699 / Osceola,215 S Main St,Osceola,50213,POINT (-93.765695 41.032474),20,CLARKE,1032100,Imported Vodkas,35,BACARDI USA INC,34422,Grey Goose,6,1000,22.75,34.13,1,34.13,1,0.26
INV-32691900052,12/14/2020,4269,Tipton Family Foods,610 Cedar St,Tipton,52772,POINT (-91.128389 41.771753),16,CEDAR,1091200,Neutral Grain Spirits,626,JDSO INC / Red Boot Distillery,39459,Blue Ox 151,12,750,7,10.5,3,29.94,2.25,0.59
INV-40187700001,9/17/2021,4301,Sahota Food Mart,1805 SE 14th St,Des Moines,50320,POINT (-93.59684900000002 41.57222),77,POLK,1032100,Imported Vodkas,35,BACARDI USA INC,34359,Grey Goose,12,200,4.67,7.01,108,757.08,21.6,5.7
INV-37464100008,6/14/2021,2687,Hy-Vee Fast & Fresh Express- Bettendorf,3470 Middle Road,Bettendorf,57222,POINT (-90.484139 41.551386),82,SCOTT,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84207,99 Root Beer Mini,10,50,5.16,7.74,10,77.4,0.5,0.13
INV-35565100080,4/5/2021,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-32807100238,12/17/2020,6083,Neighborhood Liquor and Smokes / Ames,3505 Lincoln Way STE 105,Ames,50014,POINT (-93.666146 42.022844),85,STORY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,6,81,4.5,1.18
INV-37273500010,6/7/2021,4492,Casey's General Store #2773 / Cedar Rapids,3625 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.715911 41.94236600000001),57,LINN,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
INV-37291200037,6/8/2021,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1051100,American Brandies,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,12,18,6,108,10.5,2.77
INV-34607600023,2/26/2021,4450,Kum & Go #157 / Urbandale,4585 156th St,Urbandale,50323,POINT (-93.833463 41.643162),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-38787000003,7/29/2021,6151,University Liquors / WDM,9250 University Ave  Unit 115,West Des Moines,50266,POINT (-93.834244 41.599769),77,POLK,1011700,Corn Whiskies,469,DAVOS BRANDS LLC,926669,SOOH Balcones True Blue 100,6,750,25,37.5,6,225,4.5,1.18
INV-39150000012,8/11/2021,6161,Bucky's Express #22 / Council Bluffs,3434 Nebraska Ave,Council Bluffs,51501,POINT (-95.900444 41.244643),78,POTTAWATTA,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,4.99,7.49,4,29.96,1.5,0.39
INV-36624300061,5/14/2021,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003,POINT (-94.017511 41.614114),25,DALLAS,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,4,44.84,0.2,0.05
INV-33378200019,1/12/2021,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80prf,6,1750,19.99,29.99,6,179.94,10.5,2.77
INV-37965900020,6/30/2021,4300,Fareway Stores #625 / Oskaloosa,311  3rd Ave W,Oskaloosa,52577,POINT (-92.648062 41.292614),62,MAHASKA,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,12,233.28,21,5.54
INV-35496100029,4/1/2021,4969,Lake Liquors Wine and Spirits,910 N 8th St W,Clear Lake,50428,POINT (-93.396651 43.142775),17,CERRO GORD,1022100,Mixto Tequila,434,LUXCO INC,87938,Juarez Silver,6,1750,15,22.5,6,135,10.5,2.77
INV-37815200021,6/25/2021,5434,"MK Minimart, Inc",101 E Mt. Pleasant Street,West Burlington,52655,POINT (-91.156304 40.826019),29,DES MOINES,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,24,125.76,4.8,1.26
INV-40920400053,10/13/2021,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
INV-34906800115,3/10/2021,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1022300,Mezcal,370,PERNOD RICARD USA,89221,Del Maguey Mezcal Vida,6,750,19.48,29.22,6,175.32,4.5,1.18
INV-38102000002,7/6/2021,6043,Casey's General Store #3904 / Manning,351 6th St,Manning,51455,POINT (-95.058872 41.906557),14,CARROLL,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,24,288,9,2.37
INV-34744400022,3/3/2021,5163,Gasland Express  /  Mt Pleasant,"309, W  Washington St",Mount Pleasant,52641,POINT (-91.557126 40.965832),44,HENRY,1011200,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21595,Ten High PET,12,750,4.1,6.15,12,73.8,9,2.37
INV-41602700039,11/3/2021,4725,Casey's General Store #1548 / Ankeny,2905 W  1st St,Ankeny,50023,POINT (-93.638498 41.731708),77,POLK,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77842,Smirnoff Strawberry,12,750,8.25,12.38,3,37.14,2.25,0.59
INV-34484100026,2/22/2021,5092,Kum & Go #3035 / West Des Moines,7265 Vista Dr,West Des Moines,50265,POINT (-93.80783900000002 41.589057),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,6,90,4.5,1.18
INV-41150100007,10/19/2021,5856,Station Mart #1 - Evansdale,3594 Lafayette Road,Evansdale,50707,POINT (-92.287994 42.47724500000001),7,BLACK HAWK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43244,Captain Morgan 100prf Spiced Rum,12,750,10.49,15.74,1,15.74,0.75,0.19
INV-33338500008,1/11/2021,3890,Smokin' Joe's #7 Tobacco and Liquor Outlet,904  1st Ave NW,Cedar Rapids,52405,POINT (-91.683669 41.972773),57,LINN,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65204,Tequila Rose Liqueur Mini,6,50,4.3,6.45,6,38.7,0.3,0.07
INV-34722000092,3/3/2021,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,12,296.88,9,2.37
INV-41252201211,10/22/2021,6235,World Liquor & Tobacco + Vapors / Adel,918 Court St.,Adel,50003,POINT (-94.019638 41.618253),25,DALLAS,1071100,Cocktails /RTD,65,Jim Beam Brands,59850,Hornitos Lime Hibiscus Margarita,6,1750,11,16.5,1,16.5,1.75,0.46
INV-34409000018,2/18/2021,2594,Hy-Vee Food Store / Sioux City,4500 Sergeant Road,Sioux City,51106,POINT (-96.346969 42.447396),97,WOODBURY,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,10,15,2,30,1.5,0.39
INV-39106900003,8/10/2021,5362,Crossroads Wine & Spirits LLC,117 Iowa Ave,Dunlap,51529,POINT (-95.602969 41.854728),43,HARRISON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,19.39,29.09,12,349.08,12,3.17
INV-33222400059,1/5/2021,2594,Hy-Vee Food Store / Sioux City,4500 Sergeant Road,Sioux City,51106,POINT (-96.346969 42.447396),97,WOODBURY,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-34483700054,2/22/2021,5340,Kum & Go #532/ West DSM,5901 Mills Civic Pkwy #2000,West Des Moines,50266,POINT (-93.791014 41.55915),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36965,New Amsterdam 80prf Mini,10,50,5.54,8.31,1,8.31,0.05,0.01
INV-42309500015,11/23/2021,5120,Casey's General Store #3442 / Maplet,"401, S  4th  St",Mapleton,51034,POINT (-95.793241 42.16184700000001),67,MONONA,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
INV-42394200007,11/26/2021,2445,Ruback's Food Center,504 South Highway,Oakland,51560,,78,POTTAWATTA,1051100,American Brandies,434,LUXCO INC,56206,Paramount Peach Brandy,12,750,5.5,8.25,12,99,9,2.37
INV-38941400015,8/4/2021,5916,Another Round / DeWitt,622 S 6th Ave,DeWitt,52742,POINT (-90.539095 41.808535),23,CLINTON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,19.48,29.22,12,350.64,12,3.17
INV-35702800046,4/9/2021,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402,POINT (-91.630677 42.027805),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,38006,Smirnoff 80prf PET,12,750,8.25,12.38,12,148.56,9,2.37
INV-32785800040,12/16/2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,,90,WAPELLO,1062200,White Rum,434,LUXCO INC,46351,Hawkeye Light Rum,12,1000,3.93,5.9,1,5.9,1,0.26
INV-40501700001,9/29/2021,5730,Jim's Food,437 Sullivan Avenue,Waterloo,50701,POINT (-92.355915 42.487326),7,BLACK HAWK,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-42074300009,11/17/2021,4554,Kum & Go #229 / Sioux City,1821 Hamilton Blvd,Sioux City,51103,,97,WOODBURY,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,4,30,1.5,0.39
