Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Pino,"Brusselsesteenweg 505, Overijse, 3090, Belgium","Overijse, Belgium","€€",Italian,4.4917278,50.7895777,+3226572257,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/pino1090812,https://www.ristorantepino.be/,"Selected Restaurants",0,"Car park,Terrace","As soon as you take a seat, you will be served with a few slices of parmesan to whet your appetite. Pino Rigante is the perfect host and an authentic character. With the help of his sons and family, the team bends over backwards to ensure that their flavoursome, generous Italian dishes are irresistible!"
"Aal Schoul","33 A, Grand-Rue, Hobscheid, 8372, Luxembourg","Hobscheid, Luxembourg","€€€","Meats and Grills, Country cooking",5.9135491,49.6877213,+352288509,https://guide.michelin.com/en/luxembourg/hobscheid/restaurant/aal-schoul,https://www.aal-schoul.lu/,"Selected Restaurants",0,Terrace,"The school bench at the entrance and the blackboard pay tribute to Aal Schoul’s former vocation as a village school; it is now a warm eatery adorned in huge works of art. Red meat is omnipresent on the menu, but the chef’s bold, unconventional recipes are what most intrigue. For example, his recipe for poultry breasts rolls out a whole series of cooking techniques, while his highly individual take on a Caesar Salad features a sweet-sour vinaigrette with pili that adds a distinctive kick to the entire dish. An intriguing meal awaits you at Aal Schoul!"
"De Victorie","Kerkdreef 1, Linden, 3210, Belgium","Linden, Belgium","€€€","Modern Cuisine, Creative French",4.763368,50.8955759,+3216888286,https://guide.michelin.com/en/vlaams-brabant/linden/restaurant/de-victorie,https://www.de-victorie.be/,"Selected Restaurants",0,"Car park,Terrace","This imposing historic farmstead, opposite the vineyards of Chateau Vandeurzen winery, is depicted by a stylish interior, whose centre piece is a sculpted flock of birds in flight that is most eye catching. The estate’s excellent wines are paired with a Gallic lineup of contemporary leaning. The chef enjoys pairing sweetbread with truffles or pheasant with Fine champagne cognac, adding a personal twist along the way by playing with the tangy freshness of ingredients such as kalamansi, yuzu and wine vinegar. It has proved a hit with fans of familiar flavours who appreciate an added twist."
Clairefontaine,"9 place de Clairefontaine, 1341, Luxembourg",Luxembourg,"€€€","Creative French",6.1334169,49.609734,+352462211,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/clairefontaine,https://www.restaurantclairefontaine.lu/,"Selected Restaurants",0,"Air conditioning,Interesting wine list,Terrace","Whether it be Bresse chicken or sole, Arnaud Magnier can be relied upon to pamper the ingredients. His classical training shines through in spot-on cooking and intense sauces, although he doesn’t shy away from bolder, more inventive touches. Striking, designer-inspired interior."
"Umā","Rue de la Reinette 8, Brussels, 1000, Belgium","Brussels, Belgium","€€","Modern Cuisine, International",4.3608629,50.8390072,+3224255115,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/uma-1195953,https://uma-restaurant.com/,"Selected Restaurants",0,"Restaurant offering vegetarian menus","Umā stands on a quiet side street near the bustling Porte de Namur. Its white-washed brick outer facade and modern artwork inside are both inviting and attractive. Admire Aurélie Kluyskens at work in the open-plan kitchen, rustling up her own spin on Nikkei cuisine, which she rolls out in a spot-on blend of gutsy Japanese and powerful Peruvian flavours. She adds her signature with subtle spicy notes, imparting a spicy/sweet edge to scallops, courtesy of an espuma of smoked pork. Both the varied à la carte menu and the enticing set menu provide an insight into Ms Kluyskens’ distinctive culinary flair and talent."
"Bistrot Blaise","Rue Porte Haute 5, Marche-en-Famenne, 6900, Belgium","Marche-en-Famenne, Belgium","€€€","French Contemporary, Creative French",5.3451207,50.2265169,+3284222004,https://guide.michelin.com/en/be-luxembourg/marche-en-famenne/restaurant/bistrot-blaise,https://bistrotblaise.be/,"Selected Restaurants",0,"Air conditioning,Terrace","A palette of ochre and pastels make for an inviting atmosphere in this cosy bistro. Dining here is fun. Hanna, who knows the wine list like the back of her hand, immediately makes you feel at home. Chef F-X confidently asserts his distinctive culinary style, which is characterised by Gallic indulgence, phenomenal technique and a wide range of contemporary notes. The chalkboard lists exquisitely seasoned dishes that feature combinations such as langoustine, pig's foot croquette and cauliflower. Occasionally playful, this is satisfying cuisine that celebrates the natural flavours of the produce. The team's enthusiasm is infectious!"
"L'O à la Bouche","rue Armand de Wasseige 1, Wépion, 5100, Belgium","Wépion, Belgium","€€","Modern Cuisine",4.8802927,50.4141652,+3281583483,https://guide.michelin.com/en/namur/wpion/restaurant/l-o-a-la-bouche368734,https://www.loalabouche.be/,"Selected Restaurants",0,"Air conditioning,Terrace","Tightly packed tables, the characteristic hum of a busy brasserie and the smiling faces of satisfied diners bear witness to the flair and talent of this chef who customises characteristic brasserie dishes. Risotto is a staple of the menu, without forgetting the knockout marriage of a 64° egg, asparagus, eel, bacon and emulsion of haddock. The pain perdu is simply out of this world!"
Vintage,"Rijkerooistraat 14, Kontich, 2550, Belgium","Kontich, Belgium","€€€","Modern Cuisine",4.4380212,51.1156516,+3233370943,https://guide.michelin.com/en/antwerpen/kontich/restaurant/vintage,https://vintagekontich.be,"Selected Restaurants",0,"Air conditioning,Car park,Interesting wine list,Wheelchair access","Cyril Moulin and Florian Vanderhoeven craft intelligent cuisine that is both bold and polished. Big-boned sauces and playful fresh nuances set the culinary scene. For example, they may pair textbook perfect cod with seaweed, pistachios and a zest of lemon, while velvety green asparagus, a light frothy espuma of seaweed and a pistachio crumble conclude the dish. The chefs conjure up recipes in which outstanding ingredients are delicately and harmoniously assembled. Steven Wullaert suggests insightful food-wine pairings. The scene takes place in a tastefully revamped farmstead surrounded by meadows: huge windows, exposed beams and works of art. A gourmet getaway destination par excellence!"
"La Cuisine du Côté Vert","chaussée de Bruxelles 200g, Waterloo, 1410, Belgium","Waterloo, Belgium","€€","Classic Cuisine, Creative French",4.3973429,50.7194273,+3223573494,https://guide.michelin.com/en/brabant-wallon/waterloo/restaurant/la-cuisine-au-vert,https://cotevert.be/,"Selected Restaurants",0,"Car park,Garden or park,Terrace,Wheelchair access","The restaurant of Le Côté Vert Hotel unsurprisingly bears the hallmark of nature. Natural materials adorn the interior, whose floor to ceiling windows command a splendid view of the garden. Vegetables are the stars of the show in the chefs’ updated recipes, without forgetting meat and fish. The focus is on allowing each natural ingredient to shout its name."
"Le Val d'Amblève","route de Malmédy 7, Stavelot, 4970, Belgium","Stavelot, Belgium","€€€","Classic French",5.939267,50.3976311,+3280281440,https://guide.michelin.com/en/liege/stavelot/restaurant/le-val-d-ambleve,https://levaldambleve.be/,"Selected Restaurants",0,"Air conditioning,Car park,Garden or park","Le Val d’Amblève has had a very successful facelift! The terrace in the garden is exquisite. The chef illustrates his firm grasp of new trends whilst enhancing classical flavours."
"Brasserie Côté Cour","8 rue du Château, Bourglinster, 6182, Luxembourg","Bourglinster, Luxembourg","€€€","Creative, Organic",6.2163284,49.7025368,+352787878,https://guide.michelin.com/en/grevenmacher/bourglinster/restaurant/brasserie-cote-cour,https://www.bourglinster.lu/,"Selected Restaurants",0,"Car park,Great view,Restaurant offering vegetarian menus,Terrace","This nostalgic brasserie enjoys an idyllic location in the courtyard of Bourglinster Castle. The terrace on the rampart affords stunning views! The food is mostly plant based, but there is also a separate menu including fish and meat. The cauliflower ""risotto"" combined with marinated tomatoes and crushed hazelnuts is a shining example of this cuisine, which is inspired by the local nature and is all about bold flavours."
"Le Petit Axhe","rue de Petit-Axhe 12, Waremme, 4300, Belgium","Waremme, Belgium","€€€","Farm to table",5.2359757,50.6858,+3219323722,https://guide.michelin.com/en/liege/waremme/restaurant/le-petit-axhe,https://www.lepetit-axhe.be/,"Selected Restaurants",0,"Car park,Terrace","A journey through the lovely Liège countryside, the owner’s delightful welcome and chef Claes’ scrumptious dishes: get ready to treat yourself from start to finish, safe in the knowledge you are in the hands of an experienced and accomplished chef. You may taste a flawlessly fresh fillet of whiting flanked by an elegant beurre blanc. No compromise on quality is ever tolerated, all the better because the prices make sense."
"La Cuisine d'un Gourmand","avenue Général Gracia 8, Profondeville, 5170, Belgium","Profondeville, Belgium","€€","Creative, Creative French",4.877166,50.38606,+3281570775,https://guide.michelin.com/en/namur/profondeville/restaurant/la-cuisine-d-un-gourmand,https://www.lacuisinedungourmand.be/,"Selected Restaurants",0,"Great view,Terrace","Ambitious John Maes is a genuine good food lover. His mission in life is to source the best regional ingredients, to unfetter his creativity and to please or surprise his patrons with subtle fare. Outstanding quality at affordable prices. The tasteful, modern interior commands a fine view of the river Meuse."
"Découverte","Lange Torhoutstraat 22, Ieper, 8900, Belgium","Ieper, Belgium","€€","Farm to table, Modern Cuisine",2.8900075,50.853813,+3257489248,https://guide.michelin.com/en/west-vlaanderen/ieper/restaurant/decouverte,https://www.decouverte-ieper.be,"Selected Restaurants",0,Terrace,"Take a seat in this modern, elegant restaurant by the ramparts and you may hear the moving ‘Last Post’ ceremony that takes place at the nearby Menin Gate every evening at 8pm… Local Westhoek delicacies, cooked creatively and playfully, are rich in the distinctive, crisp flavours that depict the spontaneous, market-fresh cuisine of chef Jeroen. Gracious Séverine can be relied upon for her insightful wine-food pairing tips. Book a room at the B&B, ideal to explore the fascinating heritage of Ypres."
"L'Air de Rien","Place du Vieux Tilleul 14, Esneux, 4130, Belgium","Esneux, Belgium","€€€",Creative,5.5904606,50.5295679,+3242252624,https://guide.michelin.com/en/liege/esneux/restaurant/l-air-de-rien,https://lairderien.be/fr/,"Selected Restaurants",0,"Air conditioning,Car park","A log-burning fire is the centrepiece of this stylishly converted 18C farmstead. In his splendid glass-fronted kitchen, chef Diffels can be seen barbecuing most of the main ingredients, which are largely locally sourced. These take centre stage in particularly creative dishes featuring rich sauces and complex flavours. Fermentation adds a vibrant twist. The chef has a gift for coaxing the best out of every ingredient. He celebrates the earthiness of celeriac, for instance, cooking it in a salt crust and combining it with Comté cheese and sherry. This chef has an artistic bent, and his dishes are truly original."
